Nazwa kierunku,Poziom kształcenia,Profil kształcenia,Tytuł zawodowy,Forma kształcenia,Dyscyplina (Obszar/Dziedzina),Instytucja/jednostka
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka i ekonometria,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Zastosowań Informatyki i Matematyki
Informatyka i ekonometria,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Informatyki i Zarządzania z siedzibą w Rzeszowie; Wydział Informatyki Stosowanej
Informatyka i ekonometria,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,"Uniwersytet Ekonomiczny we Wrocławiu; Wydział Zarządzania, Informatyki i Finansów"
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),"Uniwersytet Ekonomiczny we Wrocławiu; Wydział Zarządzania, Informatyki i Finansów"
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),"Uniwersytet Ekonomiczny we Wrocławiu; Wydział Zarządzania, Informatyki i Finansów"
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie; Wydział Matematyczno-Przyrodniczy.Szkoła Nauk Ścisłych
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie; Wydział Matematyczno-Przyrodniczy.Szkoła Nauk Ścisłych
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie; Wydział Matematyczno-Przyrodniczy.Szkoła Nauk Ścisłych
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Ekonomiczny w Poznaniu; Wydział Informatyki i Gospodarki Elektronicznej
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Poznaniu; Wydział Informatyki i Gospodarki Elektronicznej
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Poznaniu; Wydział Informatyki i Gospodarki Elektronicznej
Informatyka i ekonometria,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Ekonomiczny w Poznaniu; Wydział Informatyki i Gospodarki Elektronicznej
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Poznaniu; Wydział Informatyki i Gospodarki Elektronicznej
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Poznaniu; Wydział Informatyki i Gospodarki Elektronicznej
Informatyka i ekonometria,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Szczeciński; Wydział Nauk Ekonomicznych i Zarządzania
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Szczeciński; Wydział Nauk Ekonomicznych i Zarządzania
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Szczeciński; Wydział Nauk Ekonomicznych i Zarządzania
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Zarządzania
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Zarządzania
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Zarządzania
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Katowicach; Wydział Informatyki i Komunikacji
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Katowicach; Wydział Informatyki i Komunikacji
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Katowicach; Wydział Informatyki i Komunikacji
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Katowicach; Wydział Informatyki i Komunikacji
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Wyższa Szkoła Ekonomiczna w Białymstoku
Informatyka i ekonometria,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Uniwersytet Jana Kochanowskiego w Kielcach; Wydział Matematyczno-Przyrodniczy
Informatyka i ekonometria,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Uniwersytet Jana Kochanowskiego w Kielcach; Wydział Matematyczno-Przyrodniczy
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Gdańska; Wydział Zarządzania i Ekonomii
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Politechnika Gdańska; Wydział Zarządzania i Ekonomii
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Politechnika Gdańska; Wydział Zarządzania i Ekonomii
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Szczeciński; Wydział Nauk Ekonomicznych i Zarządzania
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Szczeciński; Wydział Nauk Ekonomicznych i Zarządzania
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Warszawski; Wydział Nauk Ekonomicznych
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Warszawski; Wydział Nauk Ekonomicznych
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Warszawski; Wydział Nauk Ekonomicznych
Informatyka i ekonometria,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet Warszawski; Wydział Nauk Ekonomicznych
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Warszawski; Wydział Nauk Ekonomicznych
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Warszawski; Wydział Nauk Ekonomicznych
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uniwersytet w Białymstoku; Wydział Matematyki i Informatyki
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Uniwersytet w Białymstoku; Wydział Matematyki i Informatyki
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydział Zarządzania i Komunikacji Społecznej
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydział Zarządzania i Komunikacji Społecznej
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydział Zarządzania i Komunikacji Społecznej
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydział Zarządzania i Komunikacji Społecznej
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydział Zarządzania i Komunikacji Społecznej
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Zarządzania
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Zarządzania
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Uniwersytet Rzeszowski; Wydział Matematyczno-Przyrodniczy
Informatyka i ekonometria,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Uniwersytet Rzeszowski; Wydział Matematyczno-Przyrodniczy
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Ekonomii i Informatyki w Krakowie; Wydział Ekonomiczno-Informatyczny
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Ekonomii i Informatyki w Krakowie; Wydział Ekonomiczno-Informatyczny
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Ekonomii i Informatyki w Krakowie; Wydział Ekonomiczno-Informatyczny
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Ekonomii i Informatyki w Krakowie; Wydział Ekonomiczno-Informatyczny
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Wyższa Szkoła Ekonomii i Informatyki w Krakowie; Wydział Ekonomiczno-Informatyczny
Informatyka i ekonometria,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Ekonomii i Informatyki w Krakowie; Wydział Ekonomiczno-Informatyczny
Informatyka i ekonometria,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Wyższa Szkoła Ekonomii i Informatyki w Krakowie; Wydział Ekonomiczno-Informatyczny
Informatyka i ekonometria,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Politechnika Białostocka; Wydział Informatyki
Informatyka i ekonometria,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Politechnika Białostocka; Wydział Informatyki
Informatyka i ekonometria,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie; Wydział Nauk Społecznych
Informatyka i ekonometria,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie; Wydział Nauk Społecznych
Informatyka i ekonometria,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,"ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie; Wydział Nauk Społecznych
Informatyka medialna,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Stacjonarne,"nauki o mediach (Obszar nauk społecznych/dziedzina nauk społecznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
nauki o poznaniu i komunikacji społecznej (Obszar nauk społecznych/dziedzina nauk społecznych)",Wyższa Szkoła Kultury Społecznej i Medialnej w Toruniu; Wydział Nauk o Kulturze Społecznej i Medialnej
Informatyka przemysłowa,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Śląska; Wydział Inżynierii Materiałowej i Metalurgii
Informatyka przemysłowa,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Wrocławska; Wydział Techniczno-Informatyczny
Informatyka społeczna,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Stacjonarne,"socjologia (Obszar nauk społecznych/dziedzina nauk społecznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; WYDZIAŁ HUMANISTYCZNY
Informatyka stosowana,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Fizyki, Astronomii i Informatyki Stosowanej"
Informatyka stosowana,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Fizyki, Astronomii i Informatyki Stosowanej"
Informatyka stosowana [do 2012-09-30 Informatyka stosowana - k. unikatowy],Pierwszego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Fizyki i Informatyki Stosowanej
Informatyka stosowana,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Fizyki i Informatyki Stosowanej
Informatyka stosowana [do 2012-09-30 Informatyka stosowana - k. unikatowy],Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Inżynierii Metali i Informatyki Przemysłowej
Informatyka stosowana,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)",Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Inżynierii Metali i Informatyki Przemysłowej
Informatyka stosowana,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)",Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Inżynierii Metali i Informatyki Przemysłowej
Informatyka stosowana [do 2012-09-30 Informatyka stosowana - k. unikatowy],Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Geologii, Geofizyki i Ochrony Środowiska"
Informatyka stosowana,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Geologii, Geofizyki i Ochrony Środowiska"
Informatyka stosowana [do 2012-09-30 Informatyka stosowana - k. unikatowy],Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Inżynierii Metali i Informatyki Przemysłowej
Informatyka stosowana,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)",Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Inżynierii Metali i Informatyki Przemysłowej
Informatyka stosowana,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)",Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Inżynierii Metali i Informatyki Przemysłowej
Informatyka stosowana [do 2012-09-30 Informatyka stosowana - k. unikatowy],Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Geologii, Geofizyki i Ochrony Środowiska"
Informatyka stosowana,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Geologii, Geofizyki i Ochrony Środowiska"
Informatyka stosowana [do 2012-09-30 Informatyka stosowana - k. unikatowy],Drugiego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Fizyki i Informatyki Stosowanej
Informatyka stosowana,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Fizyki i Informatyki Stosowanej
Informatyka stosowana,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Krakowska im. Tadeusza Kościuszki; Wydział Mechaniczny
Informatyka stosowana,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Politechnika Krakowska im. Tadeusza Kościuszki; Wydział Mechaniczny
Informatyka stosowana,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy; Wydział Telekomunikacji, Informatyki i Elektrotechniki"
